1000,0,0.003402,0.008989
1000,1,0.003110,0.009482
1000,2,0.003366,0.009933
1000,3,0.005941,0.016285
1000,4,0.005094,0.016627
1000,5,0.005399,0.012811
1000,6,0.004813,0.012419
1000,7,0.003748,0.009956
1000,8,0.006784,0.014865
1000,9,0.003990,0.010007
2000,0,0.011662,0.051519
2000,1,0.014501,0.052544
2000,2,0.013741,0.051961
2000,3,0.014185,0.051859
2000,4,0.013269,0.054724
2000,5,0.014310,0.056999
2000,6,0.014912,0.049665
2000,7,0.013988,0.054621
2000,8,0.014532,0.053608
2000,9,0.013132,0.053830
3000,0,0.023942,0.116823
3000,1,0.028901,0.123210
3000,2,0.028689,0.118929
3000,3,0.030946,0.118129
3000,4,0.031654,0.134674
3000,5,0.027167,0.122135
3000,6,0.026559,0.134294
3000,7,0.029873,0.121435
3000,8,0.029544,0.118787
3000,9,0.028901,0.120259
4000,0,0.049506,0.215103
4000,1,0.052908,0.223376
4000,2,0.049140,0.228157
4000,3,0.051958,0.215499
4000,4,0.055782,0.216460
4000,5,0.049434,0.208064
4000,6,0.049230,0.208413
4000,7,0.053291,0.216906
4000,8,0.047589,0.242427
4000,9,0.052973,0.214303
5000,0,0.066330,0.353172
5000,1,0.078370,0.355710
5000,2,0.105448,0.355926
5000,3,0.078601,0.349547
5000,4,0.077305,0.372789
5000,5,0.079264,0.357206
5000,6,0.078171,0.349875
5000,7,0.081708,0.339758
5000,8,0.100512,0.338208
5000,9,0.077268,0.351319
6000,0,0.095637,0.503413
6000,1,0.106227,0.508197
6000,2,0.119737,0.522255
6000,3,0.108523,0.503355
6000,4,0.116584,0.504194
6000,5,0.119257,0.503709
6000,6,0.109511,0.504274
6000,7,0.109653,0.524146
6000,8,0.111961,0.491039
6000,9,0.106141,0.501114
7000,0,0.175288,0.750029
7000,1,0.144036,0.711736
7000,2,0.145064,0.735712
7000,3,0.148183,0.790927
7000,4,0.219981,0.781925
7000,5,0.155772,0.797820
7000,6,0.176445,0.800778
7000,7,0.159911,0.773605
7000,8,0.148911,0.774958
7000,9,0.151505,0.721026
8000,0,0.184390,1.029515
8000,1,0.198121,1.019720
8000,2,0.183784,1.037688
8000,3,0.193670,1.004620
8000,4,0.180222,0.993144
8000,5,0.184355,1.113581
8000,6,0.246893,1.175173
8000,7,0.197004,1.054956
8000,8,0.197687,1.054047
8000,9,0.199830,1.055149
9000,0,0.332007,1.505495
9000,1,0.250107,1.457446
9000,2,0.251583,1.468535
9000,3,0.247083,1.449391
9000,4,0.240338,1.592781
9000,5,0.245675,1.483951
9000,6,0.270424,1.443248
9000,7,0.260505,1.473780
9000,8,0.248168,1.438658
9000,9,0.215053,1.344947
10000,0,0.260896,1.737961
10000,1,0.270108,1.729009
10000,2,0.274191,2.082852
10000,3,0.469211,2.775707
10000,4,0.338680,2.037249
10000,5,0.280661,1.723556
10000,6,0.267139,2.281485
10000,7,0.360072,3.461214
10000,8,0.434930,2.878153
10000,9,0.296870,2.694038
11000,0,0.504034,5.017633
11000,1,0.521741,3.262792
11000,2,0.353323,2.613044
11000,3,0.358371,2.573748
11000,4,0.390946,2.934422
11000,5,0.410372,2.802668
11000,6,0.354350,2.493202
11000,7,0.352038,2.867582
11000,8,0.509243,3.140590
11000,9,0.322736,2.396572
12000,0,0.428182,3.230636
12000,1,0.431573,2.953062
12000,2,0.417788,2.931018
12000,3,0.426748,2.948169
12000,4,0.482556,3.321810
12000,5,0.476186,3.214446
12000,6,0.435155,3.725835
12000,7,0.445365,3.227024
12000,8,0.433201,3.227833
12000,9,0.432340,3.188200
13000,0,0.610944,3.998763
13000,1,0.719274,3.425188
13000,2,0.543751,3.676884
13000,3,0.458534,3.260253
13000,4,0.442263,3.208920
13000,5,0.426896,3.175830
13000,6,0.434121,3.439857
13000,7,0.424629,3.248195
13000,8,0.446605,3.158932
13000,9,0.427829,3.160136
14000,0,0.535902,3.762370
14000,1,0.485951,3.844783
14000,2,0.491373,3.716570
14000,3,0.488751,3.706272
14000,4,0.481727,3.728558
14000,5,0.477043,3.749416
14000,6,0.483845,3.693926
14000,7,0.503654,3.896902
14000,8,0.525224,3.854540
14000,9,0.497152,3.650706
15000,0,0.553153,4.343096
15000,1,0.563384,4.358180
15000,2,0.566991,4.364705
15000,3,0.555043,4.330669
15000,4,0.540474,7.330527
15000,5,0.727087,5.886941
15000,6,0.683068,5.195877
15000,7,0.639294,4.842490
15000,8,0.597462,4.934835
15000,9,0.625145,5.132683
16000,0,0.868549,5.049141
16000,1,0.646488,5.003300
16000,2,0.642120,4.972071
16000,3,0.625086,5.023551
16000,4,0.645623,5.003997
16000,5,0.662344,4.969644
16000,6,0.633975,4.970207
16000,7,0.634471,5.015967
16000,8,0.657955,4.985676
16000,9,0.648136,4.954255
17000,0,0.900210,13.498285
17000,1,0.720329,13.368177
17000,2,0.694781,13.536396
17000,3,0.703273,13.166464
17000,4,0.708199,13.420433
17000,5,0.763052,13.194216
17000,6,0.696795,13.166689
17000,7,0.759234,10.708076
17000,8,0.796851,9.346142
17000,9,0.867788,12.385168
18000,0,1.295508,15.070297
18000,1,0.786837,15.016885
18000,2,0.776167,15.118590
18000,3,0.765967,14.700773
18000,4,0.769029,14.696725
18000,5,0.787723,13.909054
18000,6,0.779281,14.922383
