8000,6,0.871913910,0.171577454
8000,7,0.870779037,0.173028946
8000,8,0.870452881,0.170917511
8000,9,0.867057800,0.165534973
8000,10,0.866420746,0.164844513
9000,1,1.07094193,0.215450287
9000,2,1.08690262,0.216617584
9000,3,1.07979965,0.217838287
9000,4,1.08053970,0.216228485
9000,5,1.07461929,0.213546753
9000,6,1.07868576,0.207935333
9000,7,1.08167267,0.210475922
9000,8,1.07989883,0.210414886
9000,9,1.08295822,0.209346771
9000,10,1.08771896,0.216945648
10000,1,1.24783707,0.262203217
10000,2,1.26923370,0.260639191
10000,3,1.25302124,0.256763458
10000,4,1.26837158,0.261394501
10000,5,1.23603058,0.254520416
10000,6,1.24475861,0.264339447
10000,7,1.27014160,0.259525299
10000,8,1.25606537,0.259761810
10000,9,1.26273727,0.259017944
10000,10,1.26059723,0.253402710
11000,1,1.71305847,0.315467834
11000,2,1.71558380,0.303871155
11000,3,1.71767426,0.302497864
11000,4,1.72609711,0.316642761
11000,5,1.71295166,0.312561035
11000,6,1.71041870,0.312355042
11000,7,1.71089935,0.313453674
11000,8,1.73163605,0.315414429
11000,9,1.72167969,0.314842224
11000,10,1.72575378,0.316795349
12000,1,2.04744720,0.368621826
12000,2,2.08668518,0.380195618
12000,3,2.04403687,0.380203247
12000,4,2.04910278,0.374908447
12000,5,2.04197693,0.366264343
12000,6,2.05529785,0.364456177
12000,7,2.09811401,0.378395081
12000,8,2.07476807,0.376617432
12000,9,2.07614899,0.394729614
12000,10,2.03737640,0.374877930
13000,1,2.32262421,0.469947815
13000,2,2.35208893,0.444694519
13000,3,2.36174774,0.427810669
13000,4,2.36821747,0.446365356
13000,5,2.46324158,0.444564819
13000,6,2.37847137,0.446075439
13000,7,2.36953735,0.453018188
13000,8,2.36257935,0.439712524
13000,9,2.31118774,0.448638916
13000,10,2.33682251,0.442596436
14000,1,2.63168335,0.519165039
14000,2,2.66180420,0.524719238
14000,3,2.62803650,0.525985718
14000,4,2.62962341,0.518371582
14000,5,2.65319824,0.509292603
14000,6,2.61410522,0.518676758
14000,7,2.64183044,0.521774292
14000,8,2.66543579,0.523132324
14000,9,2.63853455,0.506790161
14000,10,2.62919617,0.523788452
15000,1,3.11473083,0.600128174
15000,2,3.12829590,0.610321045
15000,3,3.12480164,0.594543457
15000,4,3.09231567,0.569931030
15000,5,3.11001587,0.576705933
15000,6,3.09698486,0.571685791
15000,7,3.09269714,0.572723389
15000,8,3.13002014,0.590606689
15000,9,3.10525513,0.571533203
15000,10,3.09793091,0.603118896
16000,1,10.9748230,0.670959473
16000,2,10.9816132,0.661560059
16000,3,10.8642883,0.658370972
16000,4,10.8659210,0.657379150
16000,5,10.9754028,0.650543213
16000,6,10.9315491,0.649780273
16000,7,10.5695801,0.654479980
16000,8,10.9902649,0.650482178
16000,9,10.9193726,0.656066895
16000,10,10.9963989,0.654052734
17000,1,4.07760620,0.734222412
17000,2,4.12637329,0.734527588
17000,3,4.13012695,0.739288330
17000,4,4.10943604,0.744293213
17000,5,4.09536743,0.723358154
17000,6,4.12448120,0.763397217
17000,7,4.08312988,0.750488281
17000,8,4.12112427,0.758941650
17000,9,4.12008667,0.766662598
17000,10,4.09054565,0.756011963
18000,1,4.62899780,0.841979980
18000,2,4.69485474,0.855865479
18000,3,4.69183350,0.826965332
18000,4,4.67404175,0.891052246
18000,5,4.69006348,0.891693115
18000,6,4.64822388,0.859130859
18000,7,4.65441895,0.823303223
18000,8,4.78775024,0.982940674
18000,9,4.63745117,0.830993652
18000,10,4.65182495,0.864776611
19000,1,5.16204834,0.960266113
19000,2,5.22912598,0.971496582
19000,3,5.20895386,0.948120117
19000,4,5.22180176,0.995117188
19000,5,5.19802856,0.974945068
19000,6,5.19619751,0.975189209
19000,7,5.20614624,0.969787598
19000,8,5.18981934,0.955566406
19000,9,5.20489502,0.968780518
19000,10,5.18118286,0.917602539
20000,1,9.14825439,1.09045410
20000,2,9.15661621,1.01068115
20000,3,9.21655273,1.03735352
20000,4,9.17181396,1.03375244
20000,5,9.13488770,1.01123047
20000,6,9.23144531,1.01708984
20000,7,9.18347168,1.03546143
20000,8,9.25805664,1.05627441
20000,9,9.18743896,1.02050781
20000,10,9.12481689,1.04125977
21000,1,6.40899658,1.15679932
21000,2,6.44647217,1.16192627
21000,3,6.40515137,1.19171143
21000,4,6.40850830,1.19506836
21000,5,6.43798828,1.11480713
21000,6,6.45397949,1.16162109
21000,7,6.74890137,1.16918945
21000,8,6.45910645,1.19177246
21000,9,6.43359375,1.17218018
21000,10,6.42559814,1.22058105
22000,1,7.38195801,1.25439453
22000,2,7.36956787,1.24365234
22000,3,7.41143799,1.32861328
22000,4,7.36584473,1.29687500
22000,5,7.41394043,1.28063965
22000,6,7.36462402,1.25213623
22000,7,7.40478516,1.26367188
22000,8,7.39739990,1.35388184
22000,9,7.42242432,1.30047607
22000,10,7.37561035,1.23913574
23000,1,7.90026855,1.43255615
23000,2,7.93054199,1.40386963
23000,3,7.93487549,1.40985107
23000,4,7.93273926,1.41815186
23000,5,7.91766357,1.45214844
23000,6,7.92620850,1.37927246
23000,7,7.88879395,1.41589355
23000,8,7.94689941,1.44030762
23000,9,7.93493652,1.41314697
23000,10,8.12207031,1.39147949
24000,1,24.1163330,1.48193359
24000,2,24.3231812,1.46087646
24000,3,24.4077148,1.49963379
24000,4,24.2838745,1.83880615
24000,5,24.7214355,1.50146484
24000,6,24.4520264,1.46557617
24000,7,24.5114746,1.46594238
24000,8,24.4866943,1.47302246
24000,9,24.3872070,1.45996094
24000,10,24.4459229,1.45666504
25000,1,9.52111816,1.57263184
25000,2,9.59240723,1.63757324
25000,3,9.56347656,1.64892578
25000,4,9.56726074,1.63000488
25000,5,9.55041504,1.60314941
25000,6,9.53479004,1.63964844
25000,7,9.57885742,1.65368652
25000,8,9.57897949,1.72790527
25000,9,9.64465332,1.64367676
25000,10,9.59143066,1.63989258
26000,1,12.3145752,1.87475586
26000,2,12.2758789,1.78906250
26000,3,12.2985840,1.76806641
26000,4,12.2322998,1.78271484
26000,5,12.1853027,1.76770020
26000,6,12.3261719,1.78942871
26000,7,13.4088135,1.82543945
26000,8,12.7181396,1.84252930
26000,9,12.3586426,1.80163574
26000,10,12.4045410,1.76855469
